Date,Time,Location,Operator,Flight,Route,ACType,Registration,cn/ln,Aboard,AboardPassangers,AboardCrew,Fatalities,FatalitiesPassangers,FatalitiesCrew,Ground,Summary
2/15/1977,23:17,"MineralnyeVody,Russia",Aeroflot,5003,Tashkent-MineralnyyeVody,IlyushinIL-18V,CCCP-75520,183006703,98,92,6,77,76,1,0,"Stalledandcrashedafterthecrewexecutedamissedapproach.Failureofthecrewtoadoptapropergo-aroundconfigurationafteramissedapproach.Thelossofcontrolduringinitialclimbwastheresultofaprematureraiseoftheflaps,whichcausedtheaircrafttoreachacriticalangleofattackandtostall."
3/27/1977,17:07,"Tenerife,CanaryIslands",PanAmericanWorldAirways/KLM,1736/4805,Tenerife-LasPalmas/Tenerife-LasPalmas,BoeingB-747-121/BoeingB-747-206B,N736PA/PH-BUF,19643/11/20400/157,644,614,30,583,560,23,0,"BothaircraftweredivertedtoTenerifebecauseofabombingatLasPalmasAirport.Afteranextendeddelay,bothplaneswereinstructedtobacktrackuptherunway.TheKLMplanereacheditstakeoffpointwhilethePanAmplanewasstillontherunway.ThePanAmplanecontinueduptherunwaymissingthetaxiwayturnout.Therewasheavyfogontherunway.TheKLMplanebeganitstakeoffrollwithoutpermissionwiththePanAmplanestillontherunway.ThecontrollerandPanAmpiloteachradioedawarningtotheKLMplane,butwerenotheardbecausethesimultaneoustransmissionsinterferedwitheachother.TheKLMplanehitthePanAmplanejustasitwastakingoff.Bothplanesburstintoflames.KLM23414crew,PanAm3269crewkilled.AllaboardtheKLMplanewerekilled.TheKLMcaptainwastheirsafetyofficerandforsomemonthshadbeentrainingotherpilotsusingasimulator,wheregettingtakeoffpermissionwasnotsimulated.ThePanAmaircraftwasnamedClipperVictor.TheKLMaircraftwasnamedRhineRiver.DespiteallthecircumstancestheKLMplanewasblamedfortakingoffwithoutpermissionbytheNTSB."
3/30/1977,8:39,"NearZhadanof,Russia",Aeroflot,H-925,"	Dnepropetrovsk-	Zhdanov",YakovlevYAK-40,CCCP-87738,9010310,27,23,4,8,5,3,0,"Thecrewcontinuedtheirvisualapproachafterenteringanareaoffogwithvisibilitylessthan500mandlosingsightoftheground.Afterdecidingtogoaround,therightwinghita9-meterhighpole.Thewingcaughtfireandthenumber2enginefailed.Thefuselagehitthegroundsidewaysinafieldabout1,500metersfromtherunway.Theplanebrokeupandcaughtfire.Thepilot-in-commanddecidedtocontinuetheapproachbelowtheglideunderVFRmodeinIMCconditions."
04-04-1977,16:19,"NewHope,Georgia",SouthernAirways,242,Huntsville-Atlanta,McDonnellDouglasDC-9-31,N1335U,47393/608,85,81,4,62,60,2,8,Theaircraftsustainedabrokenwindshieldandlossofpowertobothenginesafterpenetratingathunderstormandencounteringhail.Theplanecrashlandedonahighwayandexplodedinflames.Totalanduniquelossofthrustfrombothengineswhiletheaircraftwaspenetratinganareaofseverethunderstormswithheavyprecipitationandhail.Thehailcloggedbleedervalvesintheenginescausingmultipeenginesurgesuntilthecompressorstoreapart.Contributingfactorwasthefailureofthecompany'sdispatchertoprovidetheflightcrewwithup-to-datesevereweatherinformation.
5/27/1977,8:45,"Havana,Cuba",Aeroflot,SU-331,Lisbon-Havana,IlyushinIL-62M,CCCP-86614,51903,69,59,10,67,57,10,0,Struckpowerlinesandcrashed1mfromtherunwaywhileattemptingtoland.
09-02-1977,8:38,OffHongKong,TransmeridianAirCargo,3751,HongKong-Bangkok,CanadairCL-44D4-2,G-ATZH,21,4,0,4,4,0,4,0,"TheNo.4enginefailedshortlyaftertakingoff.Afiredevelopedandtheplanecrashedintotheocean.Alossofcontrolfollowingin-flightseparationoftheright-handoutboardwingsectionandtheNo.4engine.ThesefailuresfollowedaNo.4enginefailure,aninternalenginefireandafireintheaircraftfuelsystemeventuallyresultinginamassiveexternalfire."
09-06-1977,14:52,"Mt.Iliamna,Alaska",AlaskaAeronauticalIndustries,302,Iliamna-Anchorage,deHavillandCanadaDHC-6TwinOtter200,N563MA,196,13,11,2,13,11,2,0,"CrashedinlevelflightintoMt.Iliamnaglacierat7,000feet.Failureoftheflightcrewtousepropernavigationalproceduresfortheroutebeingflownespeciallytheirfailuretousetheavailablebackupmeansofnavigationtoverifythepositionandprogressoftheflight.Recoveryofbodiesorwreckagenotpossible."
11/19/1977,21:48,"NearFunchal,IslandofMadeira,Portugal",TAP(AirPortugal),425,Brussels-Funchal,BoeingB-727-282,CS-TBR,20972/1096,164,156,8,131,125,6,0,"Theaircraftlanded1,000ft.pasttheaimingpointoftherunwayinheavyrain,overrantherunwayandplungedoffacliffduringathirdlandingattempt.Hydroplaning,duetopoordrainageontherunway.Excessivespeedduringlanding.Inthelastattempt,theplanewas44fthighinthebeginingoftherunwayflyingat150kt.Thenasuddentailwindincreasesthespeedto155kt.Crosswindsfromseveraldirectionsmadetheplaneunstable.Tailwindsalternatedwithfrontalwindsmakingthespeedunstable.Theplaneonlyhittherunwayafter800m.Thesamecrosswindsmakeitimpossibletoaligntothecenteroftherunway.Thenaquaplaningdidtherest."
12-04-1977,20:36,"StraitsofJohore,nearKampungLadang,Malaysia",MalaysiaAirlines,653,Penang-KualaLumpur,BoeingB-737-2H6,9M-MBD,20585/306,100,93,7,100,93,7,0,"Duringahijackingandwhiledescendingfrom21,000to7,000feet,bothpilotswereshotandtheaircraftcrashedintoaswamp."
12-09-1977,19:25,"Tarko-Saley,USSR",Aeroflot,134,Tarko-Sale-Surgut,AntonovAN-24,CCCP-47695,27307602,23,18,5,17,13,4,0,Theplanetookoffatnightandenteredasteepattitudeaftertheflapswereraisedandcrashed.
12/13/1977,19:22,"Evansville,Indiana","NationalJetServicesInc.,(AirIndiana)",216,Evansville-Nashville,DouglasDC-3,N51071,4837,29,26,3,29,26,3,0,"Theplanecrashedduringtakeoffinrainandfog.Killed,weretheentireEvansvillebasketballteam.Theaileronononewingandrudderremainedlockedupontakeoff,whichmadeitextremelydifficulttobank.Anattemptedtakeoffwiththerudderandrightaileroncontrollocksinstalled,incombinationwitharearwardcenterofgravity.Improperlyloadedluggagewhichresultedinrearwardcenterofgravitywhichresultedintheaircraft'srotatingtoanose-highattitudeimmediatelyaftertakeoffandenteringtheregionofreversedcommandfromwhichthepilotwasunabletorecover."
12/18/1977,1:38,"NearSaltLakeCity,Utah",UnitedAirLines,2860,"SanFrancisco,CA-SaltLakeCity,Utah",DouglasDC-8-54F,N8047U,45880/275,3,0,3,3,0,3,0,"Whileinaholdingpatternbecauseofelectricalproblemsthecargoplanecashedinto7,600ft.mountain.Theapproachcontroller'sissuanceandtheflightcrew'sacceptanceofanincompleteandambiguousholdingclearanceincombinationwiththeflightcrew'sfailuretoadheretoprescribedimpairment-of-communicationsproceduresandprescribedholdingprocedures.Thecontroller'sandflightcrew'sactionsareattributedtoprobablehabitsofimprecisecommunicationandofimpreciseadherencetoproceduresdevelopedthroughyearsofexposuretooperationsinaradarenvironment.Contributingtotheaccidentwasthefailureoftheaircraft'sNo.1electricalsystemforunknownreasons."
12/18/1977,20:14,"OffMadeira,Portugal",SATA,730,Zurich-Gen?ve-Funchal,AerospatialeCaravelle10R,HB-ICK,200,57,52,5,36,35,1,0,Ditchedintotheoceanwhileonasecondapproach.Crewerror.Sensoryillusion.
01-01-1978,20:41,"OffBandra,Maharashtra,India",AirIndia,855,Bombay-Dubai,BoeingB-747-237B,VT-EBD,19959/124,213,190,23,213,190,23,0,"Followingarightturn,aftertakingoff,theplanerolledtotheleftbeyond90degrees,wentintoasteepdive,crashedandexplodedinshallowwater.Irrationalcontrolwheelinputsonthepartofthecaptainafterhisattitudedirectorindicatormalfunctionedleadingtocompletelossofsituationalawareness."
02-10-1978,16:50,"Richland,Washington",ColumbiaPacificAirlines,23,"Richland,WA-Seattle,WA",Beechcraft99,N199EA,U037,17,15,2,17,15,2,0,TheaircraftcrashedshortlyaftertakingofffromRichlandafterclimbingto400feetandstalling.Crewerror.Thefailureandinabilityoftheflightcrewtopreventrapidpitchupandstallbyexertingsufficientpushforceonthecontrolwheel.Thepitchupwascausedbythecombinationofamistrimmedhorizontalstabilizerandacenterofgravityneartheaircraft'saftlimit.Themistrimmedconditionresultedfromdiscrepanciesintheaircraft'strimsystemandtheflightcrew'spreoccupationwithmakingatimelydeparture.Theout-of-trimwarningsystemwasinoperative.
02-11-1978,12:55,"Cranbrook,BritishColumbia,Canada",PacificWesternAirlines,314,Calgary-Cranbrook,BoeingB-737-275,C-FPWC,20142/253,49,44,5,42,38,4,0,"Theaircrafttoucheddownjustasthecrewnoticedasnowplowontherunway.Ago-aroundwasinitiatedbutthethrustreversesdidnotstowawayproperlybecausehydraulicpowerwasautomaticallycutoffatlift-off.Theaircraftmissedtheplow,overrantherunway,crashedandburned.EstimatedtimeofarrivalgivenbyCalgaryATCinerror.Crewdidnotreportoveritsfinalapproachbeacon."
03-01-1978,9:25,"LAX,LosAngeles,California",ContinentalAirlines,603,LosAngeles-Honolulu,McDonnellDouglasDC-10-10,N68045,46904,200,186,14,2,2,0,0,"WhileapproachingV1speedontakeoff,aloudbangwasheardfollowedbyshakingoftheaircraft.Thecrewdecidedtoabortthetakeoff.Withtheendoftherunwayapproaching,thecaptainsteeredtheaircraftofftherunwaytotheright.Thelandinggearfailedandresultedinafire.Theplaneslidforapproximately650feetandcametorest40feetrightoftherunwaycenterline.Severalpassengersnotheedingthewarningsofthestewardessexitedontothewingandfellintothefire.Failureoftwotiresontheleftmainlandinggearresultinginfailureofathirdtireduringacriticalpointinthetakeoff.ThiswastobepilotGeneHershe'slastflightbeforeretiring."
4/20/1978,22:17,"NearMurmansk,Russia",KoreanAirlines,902,Paris-Seoul,BoeingB-707-321B,HL-7429,19363/623,109,97,12,2,2,0,0,"Theaircraft,whichdeviatedoffcourse,sufferedrapiddecompressionafterbeingfireduponbyaRussianfighter.Theaircraftmadeanemergencylandingonafrozenlake."
05-08-1978,21:20,"Pensacola,Florida",NationalAirlines,193,"Miami,FL-Pensacola,FL-Mobile,AL",BoeingB-727-235,N4744,19464,58,52,6,3,3,0,0,"Theaircraftcrashedwhileattemptinganon-precisioninstrumentapproachtoPensacolaandlandedin12feetofwater,3nmshortoftherunway.Failureofthecrewtomonitoraltitudeanddescentrateandthefailureofthe1stofficertoprovidethecaptainwiththerequiredaltitudeandapproachperformancecall-outs.AlsotheflightengineerdisabledtheGPWSalarmsothecrewcouldhearoneanotherbetter.Inaddition,thenightflighthadbeendivertedfromitsprimaryairportduetopoorweatherandwasrequiredtoexecuteacompressedapproach(descendingandapproachingmorequicklyandsteeplythannormal),andthecrucialaltimeterreadoutwasanolddrum-roll-countertype(duetobereplaced),whichcouldeasilybemisread,especiallyinheavyworkloadsituations.Threefatalitiesoccurredwhenthefrightenedpassengersgrabbedtheirseatcushionsandexitedtheplanefromtherear.Theydrownedinpartbecausetheirseatcushionswerenotflotationcushions.Theairplanewasnotrequiredtohavefloatationcushionsbecauseitwasnotflyingoverwater."
5/19/1978,13:32,"Pochinok,Russia",Aeroflot,6709,Baku-Leningrad,TupolevTU-154B,CCCP-85169,76A-169,134,126,8,4,4,0,0,Theflightengineeraccidentallyshutofftheautomatictransferringoffuelfromthesumptank.Eventuallyallthreeenginesstoppedandtheplanecrashed.Fuelstarvation.
6/26/1978,8:08,"Toronto,Canada",AirCanada,189,Toronto-Winnipeg,McDonnellDouglasDC-9-32,C-FTLV,47179/289,107,102,5,2,2,0,0,"Theaircraftoverrantherunwayandcrashedintoarevineafteranabortedtakeoffduetoablowntire.TheNo.3tirefailedontakeoffanddebrisdamagedtherightgear'downandlocked'switch,causingagearunsafeindicationinthecockpit.DebriswasalsoingestedbytheNo.2enginecausingalossofreversethrustduringtherejectedtakeoff."
09-03-1978,17:30,"NearKariba,Rhodesia(Zimbabwe)",AirRhodesia,825,Kariba-Salisbury,VickersViscount782D,VP-WAS,297,56,52,4,38,34,4,0,"TheaircrafttookofffromfromKaribaAirportat17.10.ShortlyafterdepartingKariba,thestarboardwingwashitbyaSAM-7missile.Thecrewtriedtomakeanemergencylandinginalargeclearinginthebush.Theaircraftcrashlanded,strikinganirrigationditch,cart-wheeled,brokeupandcaughtfire.SoldiersfromtheJoshuaNkomo'sZimbabwePeoplesRevolutionArmy,whowereresponsibleforshootingdowntheairliner,laterkilled10ofthe18survivors.Theremainingsurvivorswererescuedthenextday."
9/25/1978,9:02,"SanDiego,California",PacificSouthwestAirlines/Private,182,LosAngeles-SanDiego,BoeingB-727-214/Cessna172,N533PS/N7711G,19688/589/?,137,128,9,137,128,9,7,"Midaircollision.ThePSAwasdescendingandabouttolandatLindberghField.TheCessnawasclimbingwhileengagedinpracticeapproaches.The727overtookandstrucktheCessnafromtherear.TheprimarycausewasthePSAcrewlostsightoftheCessnaanddidnotmakethatfactknowntotheATC.TheATCfailedtorealizefromthePSAtransmissionsthattheylostsightoftheCessna.Onehundredthirty-fivekilledonthePSA,twoontheCessnaandsevenontheground.Crewfatiguemayhaveplayedapartintheaccidentasthereareunofficialreportsthatthecrewattendedanallnightpartyandhadonly2hourssleepfromthenightbefore."
10/23/1978,19:41,"GulfofSivash,USSR",Aeroflot,6515,"	Krasnodar-t:	Simferopol",AntonovAN-24B,CCCP-46327,97305504,26,21,5,26,21,5,0,Crashedfollowingengineflameoutinicingconditions.
11/15/1978,23:30,"NearKatunayake,SriLanka",LoftleidirIcelandicAirlines,1,Jeddah-Colombo,McDonnellDouglasDC-8-Super63CF,TF-FLA,46020/415,262,249,13,183,175,8,0,Theaircraftcrashedshortoftherunwayintoacoconutplantationwhileattemptingtolandinheavyrain.Windshear.Excessivesinkrate.Crew'snon-conformancewithapproachprocedures.Incorrectinformationsuppliedbytheradarcontroller.LackofanapproachlightingsystematBandaranaike.
12-04-1978,19:45,"NearSteamboatSprings,Coloado",RockyMountainAirways,217,SteamboatSprings-Denver,deHavillandCanadaDHC-6TwinOtter300,N25RM,387,22,20,2,2,1,1,0,"ForcedtoreturntoSteamboatSpringsduetosevereicing,theplanecrashedintoa10,530ft.mountain.Severeicingandstrongdowndraughtsassociatedwithamountainwavewhichcombinedtoexceedtheaircraft'scapabilitytomaintainflight.ContributingtotheaccidentwastheCaptain'sdecisiontoflyintoprobableicingconditionsthatexceededtheconditionsauthorizedbycompanydirectives."
12/23/1978,0:39,"OffCinisi,Sicily,Italy",Alitalia,4128,Rome-Palermo,McDonnellDouglasDC-9-32,I-DIKQ,47227/334,129,124,5,108,103,5,0,Theaircraftcrashedintooceanduringalandingapproach.PoormonitoringofaltitudesandtooearlyatransitionfromILStovisualflightprocedures.
12/28/1978,18:15,"Portland,Oregon",UnitedAirLines,173,Denver-Portland,McDonnellDouglasDC-8-61,N8082U,45972/357,189,181,8,10,8,2,0,"WhileonaflightfromDenvertoPortland,theaircraftranoutoffuelwhilethecrewwasdistractedwithalandinggearproblem.Failureofthecaptaintomonitorproperlytheaircraft'sfuelstateandtoproperlyrespondtothelowfuelstateasindicatedbyothercrewmembers.Contributingtotheaccidentwasthefailureoftheothertwoflightcrewmemberseithertofullycomprehendthecriticalityofthefuelstateortosuccessfullycommunicatetheirconcerntothecaptain."
1/15/1979,13:05,"Minsk,Russia",Aeroflot,7502,Tallinn-Minsk,AntonovAN-24N,CCCP46807,67302207,13,9,5,13,8,5,0,Thepilotswitchedoffthede-icingsystemtooearlyduringtheapproachthroughcloudsinicingconditionswhichresultedintheaircraftlosinglongitudinalstabilityandpitchingoverandcrashed.
02-12-1979,13:00,"Clarksburg,WestVirginia",AlleghenyAirlines,561,Clarksburg-WashingtonDC,Nord262,N29824,48,25,22,3,2,1,1,0,Theplanecrashedinvertedshortlyafterliftingofftheground.Thecaptain'sdecisiontotakeoffwithsnowontheaircraft'swingandempennagesurfaceswhichresultedinalossoflateralcontrolandalossofliftastheaircraftascendedoutofgroundeffect.
03-10-1979,17:52,"OffMarinadelRey,California",SwiftAireLinesInc.,235,NewYork-SantaMonica,AerospatialeNord262A-33,N418SA,41,7,4,3,3,1,2,0,"TheplaneditchedintoSantaMonicaBaynearMarinadelRey,shortlyaftertakingofffromSantaMonicaAirport.Theflightcrew'smismanagementofanemergencyprocedurefollowinganautofeatheroftheright-handpropellerwhichresultedintheirshuttingdowntheremainingengine.Aleakorbreakinthepropellerpressurelineprobablycausedtherightenginetoautofeather.Theleftenginewasshutdownwhentheflightcrewfailedtoidentifytheengineonwhichtheautofeatheroccurredandmovedtheleftpowerlevertothestopposition.Contributingtotheaccidentwastheunavailabilityofvitalrestartinformationtothecrew."
3/14/1979,23:40,"NearDohaAirport,Qatar",AliaRoyalJordanianAirlines,600,Amman-Doha,BoeingB-727-2D3,JY-ADU,20886/1061,64,49,15,45,41,4,0,"Despitetwomissedapproachesinthunderstorms,thepilotdeclinedthecontrollers'suggestiontodiverttoDubai.Theaircraftlandedheavilyontherunway(duetowindshear),sufferedlandinggeardamage,veeredofftherunwayandcrashedintoafirestationbuildingnotfarfromtheterminalbuilding.Atthattime,allonboardwerestillalive.Firefromspilledfuelstartedshortlythereafterandtherewaspanictoescapethecabin.Theaircraftwasnamed""TheCityofPetra."""
3/17/1979,19:44,"NearMoscow,Russia",Aeroflot,1691,Moscow-Odessa,TupolevTU-104B,CCCP-42444,921001,119,113,6,58,57,1,0,Theaircarftcrashedinfreezingrainandfogshortlyaftertakingoff.Theaircraftwasoverloaded.Thepilothadverylittleexperienceflyingtheaircrafttype.
5/25/1979,15:04,"ChicagoO'Hare,Illinois",AmericanAirlines,191,"Chicago,IL-LosAngeles,CA",McDonnellDouglasDC-10-10,N110AA,46510/22,271,258,13,271,258,13,2,"Duringtakeoffjust,astheplaneliftedfromtherunway,theleftengineandpylonseparatedfromtheaircraftdamagingthewingandhydraulicsystemwhichcausedtheaircrafttorollandcrash.HighestsingleplanedeathtollinU.S.aviationhistory.Asymmetricalstallandtheensuingrolloftheaircraftbecauseoftheuncommandedretractionoftheleftwingoutboardleadingedgeslatsandthelossofstallwarningandslatdisagreementindicationsystemscausedbyseparationoftheengineandpylon.ImpropermaintenanceproceduresusedbyAmericanAirlineswhendismountingtheenginesformaintenance,byremovingthepylonandenginetogether,puttingstrainontheenginemountsleadingtostresscracks."
5/30/1979,20:55,"Rockland,Maine",DowneastAirlines,46,Boston-Rockland,deHavillandDHC-6-200,N68DE,229,18,16,2,17,15,2,0,"Theaircraftcrashedintoawoodedareaduringanon-precisionapproachtoRockland,infog.Failuretoarrestaircraft'sdescentrate,withouttherunwayinsight.Inordinatemanagementpressures,thefirstofficer'smarginalinstrumentproficiency,thecaptain'sinadequatesupervisionoftheflight,inadequatecrewtrainingandthecaptain'schronicfatiguewereallfactorsintheaccident."
6/17/1979,22:48,"Hyannis,Massachusetts",AirNewEngland,248,"NewYork,NY-Hyannis,MA",deHavillandCanadaDHC-6TwinOtter300,N383EX,245,10,8,2,1,0,1,0,"Theplanecrashedinaheavilywoodedareaabout1.5milesnortheastofBarnstableMunicipalAirportwhileonanILSapproach.Thefailureoftheflightcrewtorecognizeandreactinatimelymannertothegrossdeviationfromacceptableapproachparameters,resultinginacontinuationofthedescentwellbelowthedecisionheightduringaprecisionapproachwithoutvisualcontactwiththerunwayenvironment.Pilotfatigue."
7/24/1979,9:22,"St.Croix,VirginIslands",Prinair,610,St.Croix-St.Kitts,deHavillandDH-114Heron,N575PR,14125,21,19,2,8,7,1,0,Theaircraftattainedanose-highattitudeandpitchedupshortlyaftertakingoff.Thepilot'slossofcontroloftheaircraftaftertakeoffbecauseoftheaircraft'sgrosslyoverweightandout-of-balanceconditionwhichresultedfrommisloadingbythecompany'sloadcontrolpersonnel.Themisloadingwasduetothefailureofthecompanytosuperviseandenforceitsloadingprocedures.
08-11-1979,13:35,"NearVolgograd,Russia",Aeroflot/Aeroflot,7880/7628,Tashkent-Donetsk-Minsk/ChelyabinsktoKishinev,TupolevTU-134A/TupolevTu-134A,65735/65816,2351516/05040,178,155,13,178,155,13,0,"Midaircollisionat27,200ft.Separationerrorbyairtrafficcontroller.Eight-fourkilledonthe65735and94onthe65816.Fourteenplayersand3staffmembersoftheRussiansoccerteam,PakhtakorTashkentwerekilled."
09-03-1979,1:01,"Andema,Russia",Aeroflot,A-513,"Arkhangelsk-	Amderma",AntonovAN-24,CCCP-46269,77303602,44,37,7,40,35,5,0,Theplaneundershottherunwayandcrashed.
10-07-1979,22:15,"Athens,Greece",Swissair,SR316,Zurich-Geneva-Athens-Bombay-Beijing,McDonnellDouglasDC-8-62,HB-IDE,45919/312,156,145,11,14,14,0,0,Theaircraftoverrantherunwayandcrashedwiththeleftwingandtailseparatingbeforetheaircraftcametoarest.Thecrewtoucheddowntoofardowntherunwayataspeedhigherthannormalafteranon-stabilizedfinalapproach.Thecrewdidnotfullyapplythebrakingsystemsafteratouchdownunderknownadverseconditions.
10/31/1979,5:42,"MexicoCity,Mexico",WesternAirlines,2605,LosAngeles-MexicoCity,McDonnellDouglasDC-10-10,N903WA,46929/107,88,77,11,72,63,9,1,"Theaircraftstruckavehicleafterlandingonaclosedrunwayinfog.Thetowerwarnedtheflightthreetimesabouttheclosedrunway.Non-compliancewiththemeteorologicalminimafortheapproachprocedure,ascleared.Failuretocomplywiththeaircraft'soperatingproceduresduringtheapproachphase,andlandingonarunwayclosedtotraffic."
11/26/1979,2:03,"NearAtTa'if,Jeddah,SaudiArabia",PakistanInternationalAirlines,740,Jeddah-Karachi,BoeingB-707-340C,AP-AWZ,20275/844,156,145,11,156,145,11,0,Afterbeingairborneaboutahalfanhouracabinattendantreportedafireintheaftcabinarea.Seventeenminuteslatertheaircraftcrashedintoarockydesertwhileattemptinganemergencylanding.TheblazemayhavebeenstartedbyapassengerpossiblyfromaleakingkerosenestovecarriedaboardbyaHajpilgrimpassenger.
11/28/1979,12:49,"NearMt.Erebus,RossIceShelf,Antarctica",AirNewZealand,901,Auckland-Christchurch,McDonnellDouglasDC-10-30,ZK-NZP,46910/182,257,237,20,257,237,20,0,"TheaircraftcrashedintotheslopesofMt.ErebuswhileonsightseeingflighttoAntarctica.Anincorrectcomputer-storedflightplanresultedinanavigationalerrordirectingtheflighttowardsMt.Erebus.Becauseofovercast,thecrewdescendedbelowauthorizedaltitude.Contributingtotheaccidentwasthecrew'sinexperiencewithflyingtheAntarcticroute.Informationaboutthenavigationalerrorswassuppressedbyofficials."
3/14/1980,11:00,"NearWarsaw,Poland",LOTPolishAirlines,7,NewYorkCity-Warsaw,IlyushinIL-62,SP-LAA,11004,87,77,10,87,77,10,0,"WhileattemptingtolandatWarsaw,thecrewinitiatedanovershootprocedureaftertherewereindicationsthatthelandinggearwasnotdown.Whenthrustwasapplied,theNo.2enginedisintegrated,damagingtwootherenginesandseveringtherudderandelevatorcontrollines.Theplanecrashedone-halfmilefromtherunwaythreshold.MetalfatigueintheNo.2engineturbinedisc.Thedeadincluded22membersoftheU.S.boxingteamandPolishsingerAnnaJantar.TheaircraftwasnamedMikolajKopernik."
04-12-1980,20:40,"Florianopolis,Brazil",Transbrasil,303,SaoPaulo-Florianopolis,BoeingB-727-27C,PT-TYS,19111/297,58,50,8,55,47,8,0,Theplanecrashedintoahillwhilelandingduringathunderstorm.Thepilotmisjudgedhisspeedanddistanceandfailedtoinitiateago-around.Improperflightsupervisionandcontroloftheengines.
4/14/1980,20:05,"	Krasnoyarsk,Russia",Aeroflot,151,"	Krasnoyarsk-Yeniseisk",AntonovAn-24B,CCCP-47732,69900905,53,49,4,2,2,0,0,Theplanecrashedwhenattemptinganemergencylandingafterthestarboardmaingearbrokeontake-off.
4/25/1980,13:21,"Tenerife,CanaryIslands",DanAirServices,1008,Manchester-Tenerife,BoeingB-727-64,G-BDAN,19279/288,146,138,8,146,138,8,0,"Theplanecrashedintoamountain5,500ft.highat300mphduringanapproachtoTenerife.Thepilot,whileinaholdingpattern,tooktheaircraftinanareaofhighgroundnotmaintainingthecorrectaltitude.Lackofcommunicationbetweenthepilotandco-pilot."
4/27/1980,6:55,"DonMuang,Thailand",ThaiAirways,231,KhonKaen-Bangkok,HawkerSiddeleyHS-748-2,HS-THB,1568,53,49,4,44,40,4,0,"Theaircraftenteredathunderstorm,wascaughtinadowndraftandstrucktheground8nmnortheastofBangkokInternationalAirport.Thepilotdirectedtheaircraftintoathunderstorminanearlydissipatingstage.Theaircraftwasseverelyaffectedbyadowndraftandlostaltituderapidly.Atthattime,thealtitudeoftheaircraftwas1,500ft.andthepilotcouldnotmaintainaltitude.Proceduralerrorbythepilot.Wasnottunedtoweatherwarning,didnotusehisweatherradarandflewintoanareaofsevereweather."
06-12-1980,15:46,"Valley,Nebraska",AirWisconsin,965,"Appleton,WI-Minneapolis,MN,-Lincoln,NE",Swearingen226TCMetroII,N6505,TC-228,15,13,2,13,11,2,0,Afterpenetratingathunderstormmassiveamountsofwatercausebothenginetolosepower.Althoughtheengineswererestartedthecrewcouldnotrecoverandcrashedintoafield.Enginefailureduetomassiveingestionofwaterintobothengines.Crewerror.Unwisedecisiontoenteranareaofthunderstorms.Criticalweathernotdisseminated.
6/27/1980,20:59,"TyrrhenianSea,offUstica,Italy",Itavia,870,Bologna-Palermo,McDonnellDouglasDC-9-15,I-TIGI,45724/22,81,77,4,81,77,4,0,"TwoLibyanMiGaircraftconcealedthemselvesfromradardetectionbyflyingcloselytotheDC-9.Whenthiswasdiscovered,anattemptwasmadebyeitherFrenchorUSaircrafttointercepttheMiGs.ItwasbelievedthatashotfiredattheMiGsaccidentallystruckItaviaFlight870.TheaircraftexplodedandcrashedofftheislandofUstica.Areportreleasedin1994statednewevidencepointedtoanexplosivedeviceaboardtheaircraftcausingthecrash."
07-08-1980,0:39,"NearAlma-Ata,Kazakhstan,USSR",Aeroflot,4225,AlmaAta-Simferopol,TupolevTU-154B,CCCP-85355,355,166,156,10,166,156,10,0,"Theaircraftcrashedandburnedinafield,twominutesaftertakeoffreachingaheightofonly500ft.Windshear."
8/19/1980,19:08,"Riyadh,SaudiArabia",SaudiArabianAirlines,163,Riyadh-Jeddah,Lockheed1011-200TriStar,HZ-AHK,1169,301,287,14,301,287,14,0,"Theflightexperiencedafireintheaftcargocompartment6minutesaftertakingofffromRilyadh.Theplanereturnedtotheairportandlandedbutbecauseofadelayinevacuatingtheplane,allaboardwerekilledbysmokeandfire.Halfaminutebeforelandingthecaptaindecidednottoorderanemergencyevacuation.Whenhelanded,hedidnotstopimmediatelybutinsteadproceededtomakeanormallandingdelayingthefireequipmentfromputtingoutthefire.Ittookafulltwenty-threeminutesaftertouchdownbeforethedoorswereopened.Thefailureofthecaptaintopreparethecabincrewforimmediateevacuationuponlandingandhisfailureinnotmakingamaximumstoplandingontherunway,withimmediateevacuation."
1/20/1981,11:27,"Spokane,Washington",CascadeAirways,201,MosesLake-Spokane,Beechcraft99A,N390CA,U-101,9,7,2,7,5,2,0,"Duringaninstrumentapproach,theaircraftdescendedbelow3,500ft.andimpactedrisingterrainbecameairborne,wentoverahilltopandcametorest1,380ft.furtheron.Afirestartedintheareaoftherightengineandspreadthroughoutthefuselage.Aprematuredescenttominimumdescentaltitudebasedontheflightcrew'suseofanincorrectdistancemeasuringequipmentfrequencyandtheflightcrew'ssubsequentfailuretoremainatoraboveMDA."
4/17/1981,16:01,"Loveland,Colorado",AirUS/Private,716/-,"Denver,CO-Gillette,WY",HadleyPage137JetstreamI/Cessna206,N11360/N4862F,238,19,15,4,15,12,3,0,"Amidaircollisionoccurred2nmeast-southeastofLoveland,Coloradoat13,000ft..Twokilledand3injuredontheCessnaand13killedontheJetstream.ThefailureoftheCessnapilottoestablishcommunicationswiththeDenverCenterandhisclimbingintocontrolledairspaceabove12,500ftwithoutanauthorizedtransponder.Contributingfactorwasthefactthatexistingregulationsdidnotprohibitparachutejumpinginorimmediatelyadjacenttofederalairways."
